title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
风车惨案 The Windmill Massacre,2016.0,Nick Jongerius,Nick Jongerius,诺亚·泰勒/夏洛特·布鲁蒙特/帕特里克·巴拉迪/Fiona Hampton/本·巴特/亚当·怀特/Tanroh Ishida/巴特·克莱文,剧情/恐怖,,85分钟,2016-09-24(荷兰)," 荷兰"," 英语",86.0,4.7,1.7%,5.0%,38.3%,38.3%,16.7%,23,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2384299728.jpg
残破的誓言 Broken Vows,2016.0,Bram Coppens,吉姆·阿格纽/Sean Keller,韦斯·本特利/杰米·亚历山大/凯姆·吉甘戴/亚利桑德拉·布莱肯瑞吉/马特·雷迪/Alex Rose Wiesel,惊悚,A charming yet troubled man spirals into a rage after being rejected by the woman he initially seduced.,90分钟,2016-10-11(美国)," 美国"," 英语",79.0,4.7,3.3%,8.2%,31.1%,32.8%,24.6%,24,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2318483348.jpg
夺命推理,2016.0,徐捷,宋爱文,李琦/尹航/宁楠/李宜坤/冯伟力,悬疑,秦浩失踪的第三天是他36岁生日，在豪华别墅里聚集了秦浩的现任妻子、秘书、司机、合作伙伴、好友以及公司股东之一沈大业，大家一起默默地为秦浩祈福。巧合的是，秦浩失踪当天，除沈大业外，在场的人都与秦浩有过接触，大家一起分析秦浩究竟去了哪里。几人不露痕迹地表明秦浩的失踪都与自己无关，但通过沈大业的调查，发现了某些千丝万缕的关系。沈大业经过层层推理、抽丝剥茧发现了秦浩失踪的玄机，最终戳穿在场某人的谎言让凶手落入法网。,90分钟,2016-04-15(中国大陆)," 中国大陆"," 汉语普通话",91.0,4.7,26.1%,2.2%,8.7%,6.5%,56.5%,36,5.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2332124951.jpg
代理情人,2016.0,胡东升,王薇/启杰,王薇/启杰,,倒霉到家的小青正在破旧的出租屋仰天长叹悲苦人生，屋门被踹开，她的债主陈姐来逼债。走头无路的小青为摆脱当前的困境，无奈接受了陈姐交给她的一项任务——以第三者身份拆散总裁沈瑜与孙晓婷的婚礼。于是小青开始锻炼自己的女人魅力，并准备计划诱惑沈瑜。岂料，小青才刚刚准备开始实施这一计划，却因醉酒上错了沈瑜的车，而小青错把沈瑜当成了司机，酒后将计划全部告诉了沈瑜。而机智逗比的总裁沈瑜，并没有揭穿小青，而是将这一乌龙顺势展开，故意看小青的好戏。在一系列的乌龙事件之后，沈瑜渐渐发现小青是一个善良的女孩子。而最终一场误会，让小青知道了原来身边的司机就是沈瑜，认为沈瑜欺骗了她，伤心的小青离开了沈瑜。沈瑜追寻而去，在发现真实的小青过程中，也越来越发现自己内心真正想要的爱情…,64分钟,," 中国大陆",,80.0,4.7,6.3%,7.8%,28.1%,29.7%,28.1%,30,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2367854085.jpg
三打三捷,2016.0,鹿峰/史卫强,田昌安/刘颖娣,任明生/李庆祥/韦玮/刘芳毓/李丞峰/卢海华/李一凡/白燕忠,剧情/战争,电影《三打三捷》作为电影频道节目中心出品的“共和国名将系列”的又一部力作，在创作上继续秉持注重史实的真实性，热情讴歌革命先烈为新中国的建立抛头颅洒热血的革命英雄主义精神。该片以中国人民解放军开赴山西，攻克临汾、晋中、太原等重大军事事件为背景，讲述时任华北野战军第一兵团司令员的徐向前元帅，与阎锡山等人斗智斗勇的精彩历史事件，展现了徐向前同志坚定的革命信仰、卓越的军事才能和高尚的道德情操。影片同时还穿插了徐向前同志的部分家庭生活和情感细节，表现了徐向前英雄柔情的一面。阎锡山形象也有适当的人性化描写，人物更加丰满立体。,92分钟,2016-03-24," 中国大陆"," 汉语普通话",73.0,4.7,4.3%,8.7%,32.6%,23.9%,30.4%,29,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2326703107.jpg
珍游记 珍遊記,2016.0,山口雄大,Gatarô Man/Ohkawara,松山研一/仓科加奈/沟端淳平/田山凉成/笹野高史/温水洋一/泷正则,喜剧,以天竺为目标的僧人玄奘（仓科加奈 饰）正行走在漫长而艰辛的旅途之上。这一天，老爷爷（山田凉成 饰）和老婆婆（笹野高史 饰）找到玄奘，希望他能封住不良少年山田太郎（松山研一 饰）的妖力。凭借宝珠的力量，太郎的妖力遭到封印，而他也被迫跟随玄奘踏上洗心革面的征途。这个时常全裸且肆无忌惮放着臭屁的问题少年，将给这段征程增添怎样的色彩呢？,100分钟,2016-02-27(日本)," 日本"," 日语",795.0,4.6,3.0%,9.1%,27.9%,34.1%,25.9%,263,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2293864362.jpg
甜心战士：眼泪 CUTIE HONEY -TEARS-,2016.0,A.T.,永井豪,西内玛利亚/三浦贵大/石田妮可/高冈奏辅/永濑匡/今井れん/エリック・ジェイコブセン/深柄比菜/仁科贵/仓野章子/笹野高史/岩城滉一,动作/科幻,原作《甜心战士》曾于1973年在《周刊少年Champion》上连载，东映动画曾将其制作成TV动画在朝日电视台播出了25集。在2004年，庵野秀明曾经将该漫画拍成真人版首次搬上银幕，由佐藤江梨子主演并引起了巨大话题。,92分钟,2016-10-01(日本)," 日本"," 日语",691.0,4.6,2.9%,4.8%,31.5%,41.2%,19.6%,196,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2371486957.jpg
倒数追击 Countdown,2016.0,约翰·斯托克韦尔,迈克尔·芬奇/理查德·温克,道夫·齐格勒 Dolph Ziggler/凯恩 Kane/凯瑟琳·伊莎贝尔,动作,WWE超级巨星道夫·齐格勒、凯恩领衔动作大片，痛失爱子警员争分夺秒，要在炸弹爆炸前抓获嫌犯，拯救幼小人质,90分钟,2016-04-05(美国)," 美国"," 英语",419.0,4.6,2.0%,3.7%,32.6%,43.3%,18.5%,118,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2327356312.jpg
黑疯婆子的万圣节 Boo! A Madea Halloween,2016.0,泰勒·派瑞,泰勒·派瑞,泰勒·派瑞/凯西·戴维斯/派翠丝·拉弗莉/贝拉·索恩/约瑟夫·埃雷卡特/莱克西·潘特拉/安德里·豪尔/布洛克·奥赫恩/丽兹·考什/戴梦得·怀特/凯恩·罗利/杰西·凯伦/吉米·塔特罗/泰加/迈克·托纳贝尼,喜剧/恐怖,美国导演泰勒派瑞执导与主演的丧尸喜剧电影，描述在万圣节夜里，比丧尸更恐怖的是黑人大妈梅迪亚......,103分钟,2016-10-21(美国)," 美国"," 英语",408.0,4.6,5.7%,6.0%,28.5%,33.9%,25.8%,108,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2391925934.jpg
骇故事之暗窗,2016.0,周浩晖,周浩晖,胡洁琼/陈烨林/张本煜,恐怖,影片根据悬疑作家周浩晖的小说《黑暗中的女孩》改编：李晓琼（胡洁琼 饰）陪伴男友郭俊（陈烨林 饰）搬进了一幢偏僻幽静的小楼。她发现隔壁暗窗后藏着个神秘的小女孩，然而隔壁邻居却否认这个女孩的存在。李小琼追查真相，骇然发现所谓的“隔壁小屋”竟然是自己家中的一间密室。相隔多年的两起命案在密室中找到交集，当年逃脱的犯人终被绳之以法。,90分钟,2016-11-03(中国大陆)," 中国大陆"," 汉语普通话",254.0,4.6,1.8%,3.6%,39.3%,33.9%,21.4%,82,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2394563829.jpg
忍者怪物 NINJA THE MONSTER,2015.0,落合賢,土橋章宏,藤冈靛/森川葵/和田聰宏,动作/奇幻,日本战国时代随着德川家一统天下而落下帷幕。在战国乱世发挥了巨大作用的忍者集团，由于其潜在的威胁而遭到幕府的封杀。当是时，长野藩大旱连年，饿殍遍野，处于贫困破败的时刻。在之前的联络杳无音讯的情况下，长野藩的公主幸姬（森川葵 饰）只得亲自上路前往江户。公主一行经过某座大山，传言山中有某种可怕的妖怪，因此村民极力劝阻公主远离此山。然而本藩危难迫在眉睫，藩主又突然离世，公主一行只能铤而走险。他们入山没过多久，便遭到可怕怪物的袭击。关键时刻，随行的忍者传藏（藤冈靛 饰）搭救公主。,84分钟,2016-02-20(日本)," 日本"," 日语",225.0,4.6,6.0%,4.0%,30.0%,33.3%,26.7%,85,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2258334849.jpg
丧尸屠城2,2016.0,戴金垸,戴金垸/唐彬彬,禹洋/张胥鸿/韩彦博,科幻/悬疑/惊悚/恐怖,,72分钟,2016-07-21(中国大陆)," 中国大陆"," 汉语普通话",211.0,4.6,5.5%,11.6%,25.3%,24.7%,32.9%,62,5.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2368920194.jpg
苏梅之歌 ไม่มีสมุยสำหรับเธอ,2016.0,彭力·云旦拿域安,彭力·云旦拿域安,赖拉·邦雅淑/David Asavanond,剧情,泰国著名导演彭力·云旦拿域安的新作。故事来源于他某次遇上著名影星与丈夫的经历，从而引起他深入探视富豪日常生活的好奇心。 三十多岁的泰国电视剧女星Viyada，下嫁外籍富豪Jerome，婚姻初期生活美满，然而好景不常，Jerome婚后误入歧途，迷上尊崇「圣一」的异端教派，不能自拔。由于无法忍受丈夫任由「圣一」侵犯自己，Viyada决定狠下心肠，买凶杀夫，负责行刺计划的杀手为洞悉人情世故的GuySpencer，谁知该计划最终泡汤，二人亦随即招来杀身之祸。,108分钟,2016," 泰国"," 泰语",188.0,4.6,2.2%,7.2%,33.1%,33.8%,23.7%,69,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2512458158.jpg
大风水师,2016.0,黄羿,黄羿,黎明明/张倩如/杜赫旋/盖立/刘国男,剧情/奇幻,杨公秘传风水门派三一门，当代浪荡少掌门杨阳、傻子师兄杜客船和天煞孤星助手正樱三人，在一件委托中卷入诡异法阵杀人事件里，破阵后名声大震，但不停出现法阵杀人背后，长老莲姨发现牵涉到另一门派命水堂。杨阳虽不想得罪命水堂，但命水堂掌门四爷却瞄上了正樱特殊命格。四爷施法激发杨阳桃花劫，令杨阳破了正樱身子后作为阵眼，杨阳发现事情真相，和莲姨杜客船打败命水堂护法虎哥，破坏四爷的大阵，救出正樱。,80分钟,2016-05-01," 中国大陆"," 汉语普通话 / 粤语",199.0,4.6,6.3%,9.7%,23.6%,30.6%,29.9%,79,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2335580254.jpg
天使的身体 Le corps des anges,2016.0,Benoît Duvette,Benoît Duvette,Gabriel Garnier/Marie Polet/Brandon Waret,剧情/同性,Remi throws himself on the ground， listens to birds and falls asleep in hedges. Gabriel opens his stomach to the tip of a knife. They meet.,30分钟,," 法国"," 法语",159.0,4.6,0.8%,7.3%,34.7%,35.5%,21.8%,69,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510423103.jpg
净化大师 The Cleanse,2016.0,Bobby Miller,Bobby Miller,约翰尼·盖尔克奇/黛安娜·方/安杰丽卡·休斯顿/安娜·弗莱尔/凯尔·加尔纳/奥利弗·普莱特/凯文·J·奥康纳,剧情/喜剧/奇幻,The Master Cleanse centers on a heartbroken man who attends a spiritual retreat， only to discover that the course releases more than everyday toxins and traumatic experiences.,81分钟,2016-03-13(西南偏南电影节)," 美国"," 英语",134.0,4.6,3.7%,5.6%,23.1%,52.8%,14.8%,37,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2518230663.jpg
异闻录之捉妖兄弟,2016.0,张波,王砚/张波,张子栋/吴晓亮/王璇/蔡文静/伍麟凯/金林东/陈涵,喜剧/惊悚,《异闻录》改编自王雨辰先生的同名网络小说《异闻录-每晚一个离奇故事》其中一章《钉刑》，本片男主角欧阳轩辕是一名报社实习记者，平时喜爱周易八卦之术。在偶然一次调查凶案现场时，遇到了一位神秘的“捉妖人”-纪颜，两人不打不相识，一同卷入了一场离奇案件之中，案件中的死者被实施了一种神秘的刑法“钉刑”，两人协力抽丝剥茧，解开重重迷雾，没想到等待他们的竟是意想不到的阴谋。,63分钟,2016-01-28," 中国大陆"," 汉语普通话",124.0,4.6,11.4%,5.7%,18.6%,28.6%,35.7%,38,4.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2311530203.jpg
决不饶恕,2016.0,孙铁,孙宏华,巫刚/刘斌/节冰/赵箩筐,剧情,故事设定在内地重要城市宁远，一次高架桥的意外坍塌将当地官场撕开一道口子。省纪委专案组入驻，建委主任自杀，举报人遭遇车祸身亡，大学校长、银行董事长、公安局局长先后被立案调查……随着纪委办案人员的抽丝剥茧，真相逐渐被揭开，宁远市长这一“大老虎”最终伏法。,100分钟,2016-03-15(中国大陆)," 中国大陆"," 汉语普通话",96.0,4.6,7.2%,8.7%,26.1%,20.3%,37.7%,51,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2324513482.jpg
抗生 Antibirth,2016.0,Danny Perez,Danny Perez,娜塔莎·雷昂/科洛·塞维尼/梅格·提利/马克·韦伯/Maxwell McCabe-Lokos/埃曼纽尔·卡邦戈,恐怖,在一个充斥着吸毒成瘾的海军陆战队员和绑架传闻的荒凉社区里，一个名叫卢(Lou)的疯疯癫癫的嗑药者在狂欢一晚后醒来，她的症状是一种奇怪的疾病，反复出现幻觉，她努力控制现实，而阴谋的故事却在蔓延。,94分钟,2016-09-02(美国)," 美国 / 加拿大"," 英语",92.0,4.6,1.4%,8.7%,26.1%,44.9%,18.8%,27,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2371561126.jpg
杀手的档期,2016.0,赵建波,珊妹/刘伟超,珊妹/刘伟超,,该剧讲述了一个女杀手突然失踪后在黑帮掀起一段轩然大波的故事。女杀手携带巨款悄然隐退，黑帮展开全面追捕，当找到这名杀手，发现她竟然与一个貌不惊人的穷屌丝结婚了。这名杀手之所以这样做，是因为她查出自己身患绝症，只能活半年了，所以想在生命的最后时期过一下普通人的生活,66分钟,," 中国大陆",,74.0,4.6,9.8%,3.3%,26.2%,26.2%,34.4%,20,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2340415982.jpg
山炮贼中贼,2016.0,关旭,谷羽弘,张柏鑫/大兵/杜旭东/林晨/杨翌/吴明轩/小米,,十年前，年轻气盛的李子林出于侠义精神帮陈勇报仇，偷了伍尚光挪用偷盗的公款，被伍尚光追杀，女朋友妍妍被从天桥上推下，摔成植物人...,73分钟,2016-02-23," 中国大陆"," 汉语普通话",55.0,4.6,13.3%,3.3%,26.7%,13.3%,43.3%,22,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2319563340.jpg
邪恶的保姆 Evil Nanny,2016.0,Jared Cohn,Naomi L. Selfman,Lindsay Elston/Nicole Sterling/Matthew Pohlkamp/Cooper Fontaine/Stephen Barrington/April McCullough/Bill Devlin/Parker Six Rimawi/Carl Chao/Demetrius Stear,惊悚,A couple hires a live-in nanny to watch the offspring while they work. At first， everything goes perfectly， but when an unsafe incident means the parents no longer want the nanny around， they find out this nanny is savvy at not being evicted from her live-in situation. So savvy， in fact， that she can make these parents' lives a true nightmare.,90分钟,2016-12-27(美国)," 美国"," 英语",42.0,4.6,0.0%,6.5%,45.2%,22.6%,25.8%,9,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2459602230.jpg
最后的障碍 The Final Barrier,2016.0,Jasmin Durakovic,Robert Hofferer/Natasa Drakulic,Michael Kristof/Jelena Angelovski/Hannes Fretzer,剧情,,90分钟,2016," 奥地利"," 英语",33.0,4.6,0.0%,4.3%,39.1%,39.1%,17.4%,12,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2392418600.jpg
贫穷富爸爸,2016.0,张坚庭,吴咏琪,郑嘉颖/小小彬/李呈媛/刘心悠,剧情/喜剧/爱情,富豪李兵（郑嘉颖 饰）在妻子（刘心悠 饰）死后拼命赚钱富养儿子（小小彬 饰），可是日渐娇纵的儿子让李兵意识到自己的错误，故而假装破产，带着儿子开启了一段啼笑皆非的香港之旅。香港之旅刚刚开始父子二人就矛盾重重，鬼马儿子（小小彬 饰）与糟糕爸爸（郑嘉颖 饰）偶遇了一支“奇葩”旅行团，“持枪大闹香港金店”的鬼马儿子彻底惹怒了糟糕爸爸，也正是这次事件使爸爸深刻认识到与儿子之间的问题。暗藏旅行团中的记者心儿（李呈媛 饰）的出现另父子俩的关系发生着微妙的变化，然而就在香港之旅即将圆满结束之际，富豪爸爸李兵的身份被泄露了……,96分钟,2016-11-10(中国大陆)," 中国大陆 / 中国香港"," 汉语普通话",292.0,4.5,2.2%,6.7%,33.3%,31.1%,26.7%,91,16.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2392170434.jpg
本小姐乃白鸟丽子 电影版 白鳥麗子でございます！THE MOVIE,2016.0,久万真路,大谷洋介/久万真路,河北麻友子/水野胜/小林丰/田村侑久/久松郁实/上野优华/辻本达规/田中俊介/吉原雅斗/尾高杏奈/佐藤珠绪/坂田雅信/春海四方/松金洋子,喜剧,历经千辛万苦，从小生长在蜜罐中的千金大小姐白鸟丽子（河北麻友子 饰）终于和喜欢已久的白马王子秋本哲也（水野胜 饰）走到了一起。他们住在同一屋檐下，小日子甜蜜幸福。这一天，哲也所在的篮球部即将前往二人的故乡——位于静冈县的下田集训。哲也希望借此机会将丽子介绍给家人，丽子为此兴奋不已。可惜事与愿违，白鸟家这时正打算在下田开发疗养胜地，从而引发了以哲也父亲为代表的渔民们的强烈反对。原本家境就有天壤之别的白鸟和秋本家，此番愈加对立起来。丽子试图说服父亲吉太郎（春海四方 饰）放弃原计划，结果反被禁足不准外出。在此期间，两人的爱情也受到严峻考验。名门子弟桐生希一（小林豊 饰）登门拜访，希望能与丽子政治联姻。哲也的青梅竹马留美（久松郁实 饰）从旁杀入，对哲也展开爱情攻防战。身处漩涡中心的丽子，能否突破爱情的重重枷锁和考验？,92分钟,2016-06-11(日本)," 日本"," 日语",257.0,4.5,5.3%,3.2%,30.5%,34.2%,26.8%,80,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2328463273.jpg
核力突破 Level Up,2016.0,亚当·兰道,亚当·兰道/盖瑞·扬,乔舒华·鲍曼/尼尔·马斯克尔/威廉·休斯顿/Jonathan Arkwright/莉拉·米马克/奥利弗·杰森-科恩,惊悚,A fast-paced， high concept thriller following a 20 something layabout， who over the course of a day， is forced to make his way across an increasingly strange and sinister London， in order to save his kidnapped girlfriend.@,,2016-08-26," 英国"," 英语",242.0,4.5,5.0%,3.4%,27.9%,37.4%,26.3%,83,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2369480165.jpg
