,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
10,心花路放,2014,宁浩,岳小军/邢爱娜/孙小杭/董润年/章笛沙/张艺凡,黄渤/徐峥/袁泉/周冬雨/陶慧/岳小军/沈腾/张俪/马苏/刘美含/王砚辉/焦俊艳/郭涛/李晨/熊乃瑾/夏雨/刘仪伟/雷佳音/雍梦婷/梁浩,喜剧/爱情,二手音响商耿浩（黄渤 饰）婚姻失败，他想用锤子爆小三（李晨 饰）的头，却迟迟没有勇气，幸亏在剧组做制片的兄弟郝义（徐峥 饰）及时发现自暴自弃的耿浩，他决定带着耿浩开启一段“治愈之旅”。于是一对好基友带着一只狗上路，邂逅三千公里的“桃花”。“阿凡达女郎”（陶慧 饰）、“杀马特”周丽娟（周冬雨 饰）、“白富美”（张俪 饰），各式各样的女人接连登场，耿浩一路艳遇一路疗伤。时光倒转，5年前的此时，大龄文艺女青年（袁泉 饰）因为听了一首流浪歌手耿浩的歌，毅然前往大理……在经历一连串奇葩遭遇之后，大家都放下了心里的“阴影”，找到了通向幸福的道路。,118分钟,2014-09-30(中国大陆)/2014-09-06(多伦多电影节), 中国大陆, 汉语普通话 / 粤语 / 云南方言,430873.0,7.2,14.0%,39.5%,38.5%,6.5%,1.4%,94119,1820.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221061003.jpg
11,小森林 夏秋篇 リトル・フォレスト 夏・秋,2014,森淳一,森淳一/五十岚大介,桥本爱/三浦贵大/松冈茉优/温水洋一/桐岛加恋,剧情,平凡女孩市子（桥本爱 饰）自幼生长在位于日本东北地区的村庄小森。这里远离都市的喧嚣和浮躁，为青山绿水所环绕，俨然一个幽静怡然的世外桃源。村民们日出而作，日落而息，依靠一双勤劳的双手经营渺小却舒适的生活，与世无争。市子曾经前往东京闯荡，只不过她终究无法适应都市快节奏的步伐，最终回到了妈妈早已不在的老宅。童年时妈妈福子利用山川田野各种食材做出胡乱命名的美食，实心眼的市子在感叹受骗之余，也将美好的回忆留在了味蕾深处。仿佛遵循着母亲的步伐，她将对故乡的热爱融入了美食的烹制中。在朋友佑太（三浦贵大 饰）和吉子（松冈茉优 饰）的环绕下，享受着无忧无虑的人生……,111分钟,2014-08-30(日本), 日本, 日语,311491.0,9.0,59.0%,33.1%,7.2%,0.6%,0.2%,74316,1110.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg
12,亲爱的,2014,陈可辛,张冀,赵薇/黄渤/佟大为/郝蕾/张译/张雨绮/张国强/朱子墨/李一情/陈莹/余皑磊/黄建新,剧情/家庭,田文军（黄渤 饰）和鲁晓娟（郝蕾 饰）曾是一对恩爱的夫妻，然而，两人之间的感情却被时间和争吵消耗殆尽，最终，他们选择了离婚。如今，联系着两人的唯一枢纽，就是可爱的儿子田鹏。然而，某一天，这唯一的纽带也断裂了，田鹏于一次外出玩耍时无故失踪，绝望和崩溃之中，田文军与鲁晓娟踏 上了漫漫寻子之路，并在途中结识了许多和他们一样无助的父亲和母亲们。,130分钟,2014-09-25(中国大陆)/2015-01-22(中国香港)/2014-08-28(威尼斯电影节), 中国大陆 / 中国香港, 汉语普通话 / 安徽方言 / 粤语 / 陕西方言,411741.0,8.4,36.8%,48.5%,13.6%,0.8%,0.3%,94448,2347.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2199507156.jpg
13,爆裂鼓手 Whiplash,2014,达米恩·查泽雷,达米恩·查泽雷,迈尔斯·特勒/J·K·西蒙斯/保罗·雷瑟/梅莉莎·班诺伊/奥斯汀·斯托维尔/内特·朗/克里斯·马尔基/达蒙·冈普顿/Suanne Spoke/马科斯·卡锡/Charlie Ian/杰森·布莱尔/科菲·斯里博伊/卡维塔帕蒂尔/C.J. Vana/塔里克·洛维/卡尔文·C·温布什/迈克尔·D·科恩/艾普尔·格雷斯/马库斯·亨德森/亨利·G.桑德斯/温迪·李/米歇尔·拉夫,剧情/音乐,,107分钟,2014-01-16(圣丹斯电影节)/2014-10-10(美国), 美国, 英语,413389.0,8.7,47.2%,40.5%,10.9%,1.0%,0.4%,99245,2014.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg
14,万物理论 The Theory of Everything,2014,詹姆斯·马什,安东尼·麦卡滕/简·霍金,埃迪·雷德梅恩/菲丽希缇·琼斯/大卫·休里斯/艾米丽·沃森/查理·考克斯/哈里·劳埃德/艾丽丝·奥尔尤因/玛克辛·皮克/亚当·戈德利/西蒙·迈克伯尼/阿比盖尔·克鲁特登/露西·查普尔/夏洛特·霍普/拉菲拉·查普曼/汤姆·普赖尔/恩佐·科伦蒂/托马斯·莫里森/迈克尔·马库斯/格拉法德·格林/盖伊·奥利弗-沃茨/克里斯蒂安·麦凯/伊莲恩·戴维斯/乔格·尼可洛夫/维多利亚·埃姆斯利/弗兰克·勒伯夫,剧情/爱情/传记,霍金（埃迪·雷德梅恩 Eddie Redmayne 饰）和简（菲丽希缇·琼斯 Felicity Jones 饰）相识于一场舞会上，两人初次见面交谈甚欢，颇有一番相见恨晚的意味。之后，霍金大胆的邀请简参加舞会，二人以此为契机，陷入了热恋之中。,123分钟,2014-09-07(多伦多电影节)/2014-11-26(美国)/2015-01-01(英国), 英国 / 美国 / 日本, 英语 / 法语 / 拉丁语,209006.0,8.3,34.2%,49.3%,15.5%,0.9%,0.1%,50539,918.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210832820.jpg
15,心迷宫,2014,忻钰坤,忻钰坤/冯元良/鲁妮凡,霍卫民/王笑天/罗芸/杨瑜珍/孙黎/邵胜杰/曹西安/贾致钢/朱自清/王梓尘/赵梓彤/贾世忠/袁满/陈梅生/张景素/平坦/金子/张建军,剧情/悬疑/犯罪,一个想要挣脱父权控制的青年，在一次争执中失手杀死了同村的痞子，被迫逃亡。他没有想过会用这样的方式逃离安逸的生活，离开之际却惊人的发现宿命早已将他和专制的父亲紧紧连接在一起，走或留他都将失去一切。,110分钟(中国大陆),2015-10-16(中国大陆)/2014-07-21(FIRST青年影展)/2014-08-28(威尼斯电影节), 中国大陆, 汉语普通话,364326.0,8.7,46.6%,43.8%,8.7%,0.7%,0.2%,87427,1243.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg
16,荒蛮故事 Relatos salvajes,2014,达米安·斯兹弗隆,达米安·斯兹弗隆,达里奥·格兰迪内蒂/玛丽娅·玛努尔/莫妮卡·比利亚/丽塔·科尔泰塞/胡丽叶塔·泽尔贝伯格/凯撒·博尔东/莱昂纳多·斯巴拉格利亚/沃尔特·多纳多/里卡多·达林/南希·杜普拉/奥斯卡·马丁内兹/玛莉亚·奥内托/奥斯马·努涅斯/赫尔曼·德·席尔瓦/艾丽卡·里瓦斯/地亚哥·詹蒂莱/玛格丽塔·莫菲诺,剧情/喜剧/犯罪,《荒蛮故事》是一部黑色喜剧，由6个独立的暴力复仇小故事构成。影片是一次对于人类失控行径的颠覆性创作，从怪异的幽默感，独特的画面和大胆的配乐，到对于身处绝境的普通人这一题材的偏爱，都可以清晰地看到南美鬼才导演达米安·斯兹弗隆与阿莫多瓦在创作方面的相似之处。不过，斯兹弗隆仍然通过这部影片发出了自己独特的声音：一场对于一个腐败成风、经济和社会严重不平等的社会的尖锐抨击。,122分钟,2014-05-17(戛纳电影节)/2014-08-21(阿根廷), 阿根廷 / 西班牙, 西班牙语,310665.0,8.8,49.1%,41.7%,8.5%,0.6%,0.2%,75185,904.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg
17,X战警：逆转未来 X-Men: Days of Future Past,2014,布莱恩·辛格,西蒙·金伯格/简·古德曼/马修·沃恩,休·杰克曼/詹姆斯·麦卡沃伊/迈克尔·法斯宾德/詹妮弗·劳伦斯/哈莉·贝瑞/尼古拉斯·霍尔特/埃文·彼得斯/伊恩·麦克莱恩/帕特里克·斯图尔特/艾伦·佩吉/安娜·帕奎因/彼特·丁拉基/肖恩·阿什莫/卢卡斯·提尔/丹尼尔·库德摩尔/波波·斯图尔特/奥玛·希/范冰冰/阿丹·坎托/乔什·赫尔曼,剧情/动作/科幻/冒险,,132分钟,2014-05-23(美国/中国大陆), 美国 / 英国, 英语 / 越南语 / 法语,386275.0,8.2,32.0%,48.6%,17.8%,1.3%,0.3%,74486,688.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2181156848.jpg
18,驯龙高手2 How to Train Your Dragon 2,2014,迪恩·德布洛斯,迪恩·德布洛斯/葛蕾熙达·柯维尔,杰伊·巴鲁切尔/凯特·布兰切特/杰拉德·巴特勒/克雷格·费格森/亚美莉卡·费雷拉/乔纳·希尔/克里斯托夫·梅兹-普莱瑟/T·J·米勒/克里斯汀·韦格/杰曼·翰苏/基特·哈灵顿/基隆·埃利奥特/菲利普·麦格雷德/安德鲁·埃布尔森/吉迪恩·埃默里/西蒙·卡斯安德斯/兰迪·汤姆,动画/奇幻/冒险,,102分钟,2014-08-14(中国大陆)/2014-05-16(戛纳电影节)/2014-06-13(美国), 美国, 英语,230209.0,8.0,26.4%,49.8%,22.0%,1.6%,0.3%,45331,349.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2192713707.jpg
19,十二公民,2014,徐昂,李玉娇/韩景龙/徐昂,何冰/韩童生/钱波/赵龙豪/米铁增/高冬平/张永强/李光复/王刚/班赞/刘一辉/雷佳,剧情,某高校模拟法庭，正就社会上不久前发生的一起真实案件展开辩论。案件的嫌疑人是某房地产商收养的富二代，其生父是来自河南的务工人员。案发当晚，有人听到富二代和其生父发生激烈争吵，随后生父被人在家中杀害。学生们围绕嫌疑人是否有罪展开激烈辩论，而他们的父亲作为陪审团观摩整个法庭的审判过程。休庭期间，12名陪审员被带到另一个房间展开讨论，他们必须在一个小时内得出结论，而且需要全票通过嫌疑人是否有罪。这些人来自各行各业，有着不同的背景。大家普遍希望尽快敷衍了事，谁知第一轮投票过后，只有8号陪审员（何冰 饰）认为嫌疑人无罪。有的人暴跳如雷、有的人奚落戏谑、有的人摇摆不定、有的则固执己见。这是一场关于良心和道义的鏖战……,106分钟,2015-05-15(中国大陆)/2018-04-16(中国大陆重映)/2014-10-19(罗马电影节), 中国大陆, 汉语普通话,271218.0,8.4,38.0%,46.3%,13.6%,1.6%,0.6%,70259,1815.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2242220716.jpg
20,沉睡魔咒 Maleficent,2014,罗伯特·斯特罗姆伯格,保罗·迪尼/琳达·伍尔芙顿,安吉丽娜·朱莉/艾丽·范宁/沙尔托·科普雷/莱丝利·曼维尔/艾美达·斯丹顿/朱诺·坦普尔/萨姆·赖利/布伦顿·思韦茨/肯尼思·库兰汉姆/莎拉·弗林德/汉娜·纽/伊莎贝尔·莫洛伊/迈克尔·希金斯/艾拉·珀内尔/杰克逊·比尤斯,奇幻/冒险,在宁静祥和的摩尔王国，广袤的大森林中，动物与精灵和谐相处，无忧无虑。那一年，天真无邪的小仙女玛琳菲森（伊莎贝尔·莫洛伊 Isobelle Molloy 饰）邂逅了人类小男孩斯特凡（迈克尔·希金斯 Michael Higgins 饰）。他们两小无猜，成为亲密无间的好朋友， 更在万物的守护下坠入爱河。但是随着年龄的增长，斯特凡（沙尔托·科普雷 Sharlto Copley 饰）褪去了往日的纯真，被人类的贪欲所吸引。而玛琳菲森（安吉丽娜·朱莉 Angelina Jolie 饰）则成长为法术强大的仙女。愚蠢的人类向摩尔王国开战，斯特凡为了成为王位继承者，残忍地割下了玛琳菲森的翅膀。,98分钟(中国大陆),2014-06-20(中国大陆)/2014-05-30(美国), 美国 / 英国, 英语,237922.0,7.2,15.5%,38.8%,39.0%,5.8%,0.9%,59428,680.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2185343341.jpg
21,后会无期,2014,韩寒,韩寒,冯绍峰/陈柏霖/钟汉良/王珞丹/袁泉/陈乔恩/贾樟柯/白客/孔连顺/高华阳,剧情,故事开始于虚构的中国最东边的小岛“东极岛”，智力低下的青年胡生（高华阳 饰）讲述了关于他的两个哥们儿——马浩汉（冯绍峰 饰）和江河（陈柏霖 饰）的故事。浩汉在外闯荡多年后回到故乡，却发现全岛面临着拆迁问题，而他最好的朋友，岛上唯一的老师江河也将被调到更为偏远的地区。于是 浩汉做出了一个决定，那就是开车送江河去三千多公里外的学校报到。兄弟三人踏上了前所未有的旅程，途中他们见了当临时演员的童年玩伴周沫（陈乔恩 饰），误入歧途的苏米（王珞丹 饰），还有浩汉心仪多年从未见面的笔友刘莺莺（袁泉 饰），以及不羁的摩托车手阿吕（钟汉良 饰）。看似平常的旅程却暗藏伏笔，浩汉和江河最终走到了终点，开始了截然不同的人生轨迹。,104分钟,2014-07-24(中国大陆), 中国大陆, 汉语普通话 / 手语 / 粤语,534356.0,7.1,15.7%,37.6%,37.2%,7.1%,2.4%,144960,7743.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195469915.jpg
22,催眠大师,2014,陈正道,任鹏/陈正道,徐峥/莫文蔚/胡静/吕中/王耀庆/杨凯迪,剧情/悬疑/惊悚,著名的心理治疗师徐瑞宁（徐峥 饰）擅长催眠治疗，深得业界的赞扬。但是心高气傲的他却遭遇了职业生涯中最棘手的案件，那就是恩师方教授（吕中 饰）推荐给他的女病人任小妍（莫文蔚 饰）。一天晚上，女助手Amy（杨凯迪 饰）引见来了任小妍，但是这个女病人似乎一直都不太配合，对待医生态度强硬，而且坚信自己能有超自然的能力，瑞宁觉得她没有说出真相，于是开始了催眠疗法。意想不到的是任小妍反而掌控了局面，而真相居然与瑞宁的妻子（胡静 饰）以及好友洛雨凇（王耀庆 饰）有关，任小妍的身份真正是什么？瑞宁似乎掉进了一个设计好的陷阱里……,104分钟,2014-04-29(中国大陆), 中国大陆, 汉语普通话,328439.0,7.6,15.7%,51.7%,29.4%,2.7%,0.4%,74478,928.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2181062460.jpg
