,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
182,华丽上班族 華麗上班族,2015,杜琪峰,张艾嘉,周润发/张艾嘉/陈奕迅/汤唯/王紫逸/郎月婷/张兆辉/天心/车婉婉/洪天明/朱健钧/龚慈恩,剧情/喜剧/爱情/歌舞,清晨，职场菜鸟李想（王紫逸 饰）踏入众信贸易集团大楼，开始第一天工作。,119分钟,2015-09-02(中国大陆)/2015-09-24(中国香港), 中国香港 / 中国大陆, 汉语普通话 / 粤语 / 英语,49879.0,6.0,5.9%,20.7%,46.1%,20.8%,6.6%,13823,327.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263695980.jpg
183,爸爸的假期,2015,王岳伦,王岳伦/赵凌芳/右耳/康晓熙/刘十六,郭涛/林志颖/张亮/王岳伦/田亮/成东日/金桢勋/张光/郑京虎/成俊/成彬/王诗龄/小小志/张悦轩/郭子睿/李菁/沙溢/王太利/隋凯/张蓓蓓,喜剧/家庭,某外企高管老郭（郭涛 饰）的婚姻进入七年之痒，一心扑在工作上的他和妻儿疏于交流，而事业也进入了困顿起。老实木讷的小编剧岳伦儿（王岳伦 饰）饱受欺凌，软弱无能，此刻也经历着来自家庭和事业的双重压力。英俊帅气的模特亮子（张亮 饰）奋力打拼却没有出头天，家庭琐事更令他不过气来。三个痛苦难耐的大男孩在田教练（田亮 饰）的建议下前往韩国参加一个名为“帝王假期”的旅游活动，谁知竟遭遇了国际大盗Jimmy Lin（林志颖 饰）的搅局。,108分钟,2015-02-19(中国大陆), 中国大陆, 汉语普通话 / 韩语 / 英语,13694.0,4.0,2.6%,4.0%,21.7%,34.5%,37.2%,4059,82.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2224242410.jpg
184,铁拳 Southpaw,2015,安东尼·福奎阿,科特·萨特,杰克·吉伦哈尔/福里斯特·惠特克/瑞秋·麦克亚当斯/乌娜·劳伦斯/50分/司盖兰·布鲁克斯/娜奥米·哈里斯/维克托·奥尔蒂斯/博·纳普/米格尔·戈麦斯,剧情/动作/运动,曾经，比利（杰克·吉伦哈尔 Jake Gyllenhaal 饰）凭借着他凶猛冷酷的左拳享誉拳坛，一时之间无人能敌，是当之无愧的拳王。然而，一场意外的发生让比利失去了挚爱的妻子莫林（瑞秋·麦克亚当斯 Rachel McAdams 饰），这场悲剧彻底打垮了比利，他开始自暴自弃，不仅放弃了事业，甚至开始酗酒吸毒，因此，他被剥夺了女儿蕾拉（奥娜·劳伦斯 Oona Laurence 饰）的抚养权，蕾拉被送入了福利机构。,123分钟,2016-09-02(中国大陆)/2015-07-24(美国), 美国 / 中国大陆, 英语,32767.0,7.4,14.7%,43.7%,37.4%,3.8%,0.5%,7483,107.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2376693720.jpg
185,无处可逃 No Escape,2015,约翰·埃里克·道达尔,约翰·埃里克·道达尔/德鲁·道达尔,欧文·威尔逊/蕾克·贝尔/斯特林·杰里斯/皮尔斯·布鲁斯南/Thanawut Kasro/Chatchawai Kamonsakpitak/萨哈贾克·波斯安吉特/Tanapol Chuksrida/Nophand Boonyai/Kanarpat Phintiang,动作/惊悚,某东南亚政府与跨国企业合作，在落后地区大肆发展基建。美国工程师杰克（欧文·威尔逊 Owen Wilson 饰） 因而被公司外派，携同妻女长驻当地参与项目发展。杰克以为能在椰林树影的东南亚惬意展开新生活之际，但是愤怒的当地居民却因政府借基建为名中饱私囊而爆发骚乱。政府警察 、军队节节败退，地区陷入无政府状态，民怨矛头迅即转向杰克等一班无辜的外国侨民，血腥的排外屠杀一发不可收拾。,103分钟,2015-08-26(美国), 美国, 英语 / 法语 / 泰语 / 高棉语,20019.0,7.3,14.2%,43.6%,36.3%,4.8%,1.1%,5236,64.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2262411195.jpg
186,焦点 Focus,2015,格伦·费卡拉/约翰·里夸,格伦·费卡拉/约翰·里夸,威尔·史密斯/玛格特·罗比/阿德里安·马丁内斯/杰拉尔德·麦克雷尼/罗德里戈·桑托罗/黄荣亮/布雷南·布朗/罗伯特·泰勒/Dotan Bonen/格里夫·弗斯特/斯蒂芬妮·奥诺雷/David Stanford/多米尼克·福穆萨/Steve Kim/唐·耶索/胡安·米努欣/艾伦·杰伊·罗姆/乔恩·阿兹/Clay Chamberlin/比利·斯洛特/托马斯·弗兰西斯·墨菲/Brett Baker/Dario Dukah/Apollo Robbins/迈克尔·达尔当/Patrick O'Hara/乔·克里斯特/劳拉·弗兰纳里/胡安·贾斯帕,剧情/喜剧/犯罪,威尔史密斯所饰演的尼基是一名经验丰富的诱导术大师，他善于赢得人们的信任，并将这种技巧视为一种专门的学问，当他遇见新手洁丝(玛格罗比 饰演)，在她的央求之下，他终于引领她进入犯罪的殿堂，聪明、美丽又懂心机的杰丝很快成为个中高手。三年后，当尼基准备进行他这一生中最大，最缜密也最复杂危险的一场骗局时，洁丝突然出现，不管她究竟是敌是友，尼基知道，她将可能是行动成功与否最大的变数。,105分钟,2015-02-27(美国), 美国, 英语,33176.0,6.8,9.1%,33.8%,48.4%,7.8%,0.9%,7061,48.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2223366690.jpg
187,假期历险记 Vacation,2015,乔纳森·M·戈尔茨坦/约翰·弗朗西斯·戴利,乔纳森·M·戈尔茨坦/约翰·弗朗西斯·戴利,艾德·赫尔姆斯/克里斯蒂娜·艾伯盖特/莱斯利·曼恩/比佛莉·德安姬罗/切维·切斯/克里斯·海姆斯沃斯/伊丽莎白·吉莱丝/斯凯勒·吉桑多/尼克·克罗尔/查理·戴/科甘-迈克尔·凯/凯特琳·奥尔森/迈克尔·佩纳/雷吉娜·赫尔/山姆·莱文,喜剧/家庭/冒险,鲁斯蒂（艾德·赫尔姆斯 Ed Helms 饰）和妻子黛比（克里斯蒂娜·艾伯盖特 Christina Applegate 饰）结婚多年，两人共同养育了两个孩子詹姆斯（斯凯勒·吉桑多 Skyler Gisondo 饰）和凯文（斯蒂尔·斯特宾斯 Steele Stebbins 饰），随着时间的流逝，激情渐渐淡漠，鲁斯蒂决定带着家人一起驱车前往亲子圣地威利鹿乐园，以修补彼此之间的亲情。,99分钟,2015-07-29(美国), 美国, 英语,21805.0,7.2,15.1%,39.6%,38.5%,5.8%,1.0%,5487,18.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2258450504.jpg
188,女狙击手 Битва за Севастополь,2015,谢尔盖·马克利斯基,马克西姆·布达拉/Maxim Dankevich/Leonid Korin/Egor Olesov/Sergey Mokritskiy,尤利娅·别列希尔德/叶甫盖尼·齐加诺夫/Joan Blackham/阿纳托利·科特/奥列格·瓦西里科夫/尼基塔·塔拉索夫/Stanislav Boklan/Natella Abeleva-Taganova/Sergey Anashkin/Vilen Babichev/Nikolay Boklan/Sergey Bondarenko/Zaza Chanturiya/Gennadiy Chentsov/Aleksandr Denisenko,剧情/爱情/传记/战争,苏联女学生柳德米拉·帕夫利琴科在一次射击游戏中无意间发现了自己的射击天赋，1941年她不顾家人反对毅然参军。帕夫利琴科成长为全苏联最出色的狙击手，同时她被德军视为不惜一切代价也要除掉的巨大的威胁。柳德米拉遇到一名男子并坠入爱河。然而，好景不长，战争过去，厄运却再次降临……,117分钟,2015-04-02(乌克兰/俄罗斯), 俄罗斯 / 乌克兰, 俄语,15731.0,7.6,19.7%,45.3%,30.4%,3.9%,0.7%,3825,59.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2235841097.jpg
189,橘色奇迹 orange オレンジ,2015,桥本光二郎,金子亚里纱,土屋太凤/山崎贤人/龙星凉/山崎纮菜/樱田通/清水久留巳,剧情/爱情/科幻,双叶社「月刊Action」杂志六月号上将宣布由高野莓创作的少女漫画「Orange」确定拍摄真人电影并将于2015年12月在东宝院线上映。,139分钟,2015-12-12(日本), 日本, 日语,18439.0,6.9,13.0%,32.6%,43.6%,9.2%,1.6%,5785,108.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2293954725.jpg
190,谜城,2015,林岭东,林岭东/吕冠南/谭广源/沈诗棋,古天乐/余文乐/佟丽娅/张孝全/谢天华/元秋/李灿森/伍允龙/姜皓文/林子善/任达华/高捷/马浴柯/谭炳文,动作/惊悚/犯罪,前警官天民（古天乐 饰）在纸醉金迷的香港城开着一家小酒吧，这夜，大陆女孩小云（佟丽娅 饰）在酒吧里孤身一人，愁容满面地喝闷酒。打烊之后，醉得不省人事的小云无法开车，无奈之下天民把她送往自己干妈家中休息。翌日，小云在天民和他弟弟少聪（余文乐 饰）的陪伴下去取车——一辆价值不菲的玛莎拉蒂，她发现车钥匙不见了，却不敢回家取。天民感觉到小云隐瞒着不少秘密，而少聪似乎被小云吸引，愿意帮忙。但就在他们取车的时候，一群亡命之徒冲出把小云抓走。兄弟俩和歹徒们激战，小云伺机逃跑。事发之后，天民酒吧被黑帮骚扰，少聪的士也被恶意破坏，甚至还遭到台湾黑帮的疯狂砍杀。两人渐渐地意识到自己已被卷入了涉及巨额黑金的斗争之中，只能奋力一战。,105分钟,2015-07-30(中国大陆)/2015-08-20(中国香港), 中国大陆 / 中国香港, 汉语普通话 / 粤语 / 闽南语,38949.0,5.6,3.4%,11.8%,50.7%,28.0%,6.1%,10185,139.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257443441.jpg
191,布兰卡和弹吉他的人 ブランカとギター弾き,2015,长谷井宏纪,长谷井宏纪,西德乐·盖贝特罗/彼得·米拉里/乔马·比基尤/雷蒙德·卡马乔/鲁比·鲁伊斯,剧情/音乐,女孩布兰卡偷窃乞讨露宿街头，家对她而言只是妄想。当她在电视上看到领养的新闻，灵光乍现想要买个妈妈。于是她努力存钱，还找街头走唱的盲眼吉他手老皮帮忙。她成为老皮的眼睛，两人一起离开贫民窟，来到大城市打拼流浪。一路上遇见形形色色的人物，经历大大小小的冒险，布兰卡真的能够如愿买到心中理想的妈妈吗？,75分钟,2015-09-05(威尼斯电影节)/2017-07-29(日本), 菲律宾 / 日本 / 意大利, 他加禄语,11455.0,8.2,30.6%,51.5%,16.8%,1.0%,0.1%,3382,62.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266083622.jpg
192,魔法老师 Absolutely Anything,2015,特瑞·琼斯,特瑞·琼斯/加文·斯科特,西蒙·佩吉/凯特·贝金赛尔/罗宾·威廉姆斯/罗伯·里格尔/特瑞·吉列姆/约翰·克立斯/乔安娜·林莉/艾迪·伊扎德/亚历克萨·戴维斯/艾瑞克·爱都/麦克·帕林/特瑞·琼斯/罗伯特·巴瑟斯特/梅拉·沙尔/艾玛·皮尔森/朱蒂·罗/桑吉夫·巴哈斯卡/布莱恩·考克斯/罗南·萨莫尔斯/加文·斯科特/玛格丽塔·道尔,喜剧/科幻,在外星人的眼中，地球人就是供他们玩乐的消遣。一群外星人打了一个赌，赌注是地球的存亡。他们在地球上随机选了一个人，赋予他心想事成的超能力，如果这个人最终成为了贪得无厌的恶人，外星人就选择把地球毁灭，但如果这个人依然维持着善良的本性，则意味着地球仍然有着继续运转的意义。,85分钟,2016-09-09(中国大陆)/2015-08-14(英国), 英国 / 美国, 英语 / 法语,19052.0,6.5,7.1%,24.5%,54.9%,11.7%,1.7%,4499,76.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375394548.jpg
193,潜伏3 Insidious: Chapter 3,2015,雷·沃纳尔,雷·沃纳尔,林·沙烨/德蒙特·莫罗尼/斯戴芬妮·斯考特/安格斯·桑普森/雷·沃纳尔/迈克尔·雷德·麦基/斯蒂芬·考特尔/海莉·清子/科比特·塔克/艾利·凯特斯/泰特·伯尼/汤姆·菲茨帕特里克/汤姆·加洛普/詹尼斯·波尼德克斯特/菲莉丝·艾伯盖特,惊悚/恐怖,兰伯特闹鬼事件数年前，美丽的花季女孩奎恩·布伦纳（斯戴芬妮·斯考特 Stefanie Scott 饰）辗转找到已经退休的灵媒伊莉丝（林·沙烨 Lin Shaye 饰）。奎恩的妈妈在一年半前去世，但是她总感觉妈妈就在身边，她渴望能和妈妈再说上几句话。被奎恩真挚的情感所打动，伊莉丝决定帮她一把，谁知却似乎与某个可怕的众生建立了联系，伊莉丝告诫女孩决不能再尝试与亡母沟通。在此之后，热爱表演的奎恩回到原有生活中，谁知某次诡异事件让她遭遇严重车祸。伤愈出院后，围绕在奎恩身边的怪事愈演愈烈。,97分钟,2015-06-05(美国), 美国 / 加拿大, 英语,27458.0,6.4,8.8%,21.5%,52.5%,14.9%,2.2%,5206,30.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233079790.jpg
194,猩红山峰 Crimson Peak,2015,吉尔莫·德尔·托罗,吉尔莫·德尔·托罗/马修·罗宾斯/露辛达·考克森,米娅·华希科沃斯卡/汤姆·希德勒斯顿/杰西卡·查斯坦/查理·汉纳姆/吉姆·比弗/道格·琼斯/伯恩·戈曼/哈维尔·博泰特/莱斯利·霍普/金伯利·苏·莫里/布鲁斯·加里/罗恩·博蒂塔,剧情/悬疑/惊悚,伊迪斯（米娅·华希科沃斯卡 Mia Wasikowska 饰）是一名业余恐怖小说作家，某日，她邂逅了英俊的英国发明家托马斯（汤姆·希德勒斯顿 Tom Hiddleston 饰），后者的彬彬有礼温文尔雅很快就吸引了伊迪斯的注意，两人发展迅速。然而，伊迪斯的父亲卡特（吉姆·比弗 Jim Beaver 饰）却对托马斯充满了敌意，坚决反对女儿同他来往。,119分钟,2015-10-16(美国), 美国 / 加拿大, 英语,32215.0,6.3,6.6%,22.6%,52.9%,15.8%,2.1%,10351,124.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2260910627.jpg
195,恋爱中的城市,2015,文牧野/董润年/韩轶/傅天余/冀佳彤,文牧野/董润年/张艺帆/查慕春/韩轶/傅天余/陈舒,杨幂/郑开元/江疏影/李梦/李贤宰/张榕容/黄轩/江一燕/张孝全/白百何/阮经天,爱情,这是一个“人越来越多 ，世界却越来越小”的——小世界。佛罗伦萨、布拉格、巴黎、上海、北海道小樽，五座城市，五段不同的爱情故事在这个“小世界”中上演。,117分钟,2015-08-20(中国大陆), 中国大陆, 汉语普通话 / 法语 / 捷克语 / 日语 / 意大利语 / 英语 / 上海话,34710.0,5.6,5.5%,13.9%,46.6%,25.1%,8.8%,10346,147.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2260730932.jpg
196,史蒂夫·乔布斯 Steve Jobs,2015,丹尼·博伊尔,艾伦·索金/沃尔特·伊萨克森,迈克尔·法斯宾德/凯特·温丝莱特/塞斯·罗根/杰夫·丹尼尔斯/迈克尔·斯图巴/凯瑟琳·沃特斯顿/约翰·奥提兹/莎拉·斯努克/亚当·沙皮罗/麦肯泽·摩斯/利普丽·索博/佩拉·哈莉-贾德林/史蒂文·韦格/贾登·亚历山大/瓦内萨·罗斯,剧情/传记,影片将取材于沃特·艾萨克森撰写的乔布斯生前唯一授权的传记，本片将不同于传统传记电影，由三段故事组成。索尔金的剧本会聚焦乔布斯生前三件关键性产品的发布时刻——1984年第一台Mac电脑的问世、乔布斯离开苹果后创立的NeXT电脑公司和1998年苹果首次推出的iMac。,122分钟,2015-10-23(美国), 英国 / 美国, 英语,43605.0,7.2,11.9%,43.4%,39.0%,4.8%,0.8%,11277,147.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264942503.jpg
197,阿薇尔与虚构世界 Avril et le monde truqué,2015,克里斯汀·丹米尔斯/弗兰克·叶根吉,弗兰克·叶根吉/本杰明·罗格朗/雅克·塔尔迪,玛丽昂·歌迪亚/菲烈·卡特林/让·雷谢夫/奥利维埃·古尔梅/马克-安德烈·格隆丁/伯利·兰内尔/安妮·考森斯/玛莎·格莱农/卡洛斯·阿拉斯拉奇/维克托·勃兰特/马克·卡马乔/保罗·吉亚玛提,科幻/动画/冒险,安锡动画节最佳电影，被誉为不会令细路欲求动画公仔，而是令世界更美好的电影。20 世纪中拿破仑五世统治的另一个法国，科学家70 年来不断失踪，飞行、电力甚至电影等伟大发明都成泡影，只有艾菲尔建起了第二座铁塔。煤与蒸气把天空弄得乌烟瘴气，出街要戴防毒面具，大皇宫变大温室。阿菲（玛莉安歌迪雅美丽声演）父母是科学家，也无端失踪，当老猫达尔文病到七彩，阿菲偷偷研制不死药，却因此逃亡历险，牙尖嘴利的达尔文、主意多多的怪爷爷、变节特工祖利亚也一起有难同当。《我在伊朗长大》监制再接再厉，法国漫画家Jacques Tardi 原著，糅合凡尔纳和宫崎骏的灵光，以罕见的怀旧动画风，找回失落的动画年代。,105分钟,2015-11-04(法国), 法国 / 比利时 / 加拿大, 法语,13617.0,7.9,23.2%,53.0%,21.8%,1.7%,0.3%,3843,29.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2333129394.jpg
198,红鳉鱼 赤めだか,2015,高畑秀太,八津弘幸/立川谈春,二宫和也/北野武/宫川大辅/柄本时生/新井浩文/北村有起哉/药师丸博子/笑福亭鹤瓶/香川照之/滨田岳/岸本加世子/寺岛进,剧情/传记,1984年，受立川派落语宗师立川谈志（北野武 饰）的感染，平凡高中生佐佐木信行（二宫和也 饰）决定终止学业，拜入立川名下成为一名落语表演演员。作为落语界的异端，立川特立独行的风格让徒弟们也吃不消。他破天荒向徒弟收取学费，平日里支使他们干着各种杂务，一旦不满意就破口大骂。有的人因吃不消而选择离开，有的则以理念不合拜入其他师父门下。得名谈春的信行为了梦想甚至和父母闹僵，好不容易令师父青眼相看又错失良机，被发配到筑地的鱼市修炼。在此期间，天才师弟（滨田岳 饰）脱颖而出，两位师兄谈谈（北村有起哉 饰）和关西（宫川大辅 饰）也各自经历着内心的煎熬。梦想当前，谈春他们全力奔跑……,124分钟,2015-12-28(日本), 日本, 日语,36431.0,9.0,57.6%,35.5%,6.6%,0.3%,0.1%,9593,166.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2315734512.jpg
199,宅女侦探桂香,2015,彭顺,伍臻祥,王珞丹/周渝民/任达华/鲍起静/天心/石修/邵美琪,喜剧/爱情/悬疑,桂香（王珞丹 饰）从小就显现出了远高于常人的智商，年仅十三岁就凭借着自己的逻辑推理帮助警方破获了重大案件，由此一发不可收拾，最终成为了声名远扬的天才名侦探。然而，看似无懈可击的桂香却有着一个致命的缺陷——超低的情商。桂香一辈子都受低情商的拖累，并且最终因此而遭到了男友的抛弃。,98分钟,2015-08-13(中国大陆), 中国大陆 / 中国香港 / 中国台湾, 汉语普通话,23389.0,4.2,1.8%,4.0%,25.2%,41.2%,27.8%,6811,122.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2259115438.jpg
200,消失的凶手,2015,罗志良,杨倩玲,刘青云/林家栋/李小璐/江一燕/郭晓东/凤小岳/孙佳君,动作/悬疑/犯罪,银行相继倒闭，大批失业游民流落街头。一连串离奇自杀案件仿佛指引着松东路去探究隐藏在其背后更大的黑幕。十年前被掩埋的屠村案件被揭开、疑犯通过文字游戏传递着口令，接踵而至的案件掀起了巨大的恐慌，城中风云攒动，人人自危，富商、警察、教授、学生……每个人的言行举止都充满疑点，而每个人都在猜测下一个离奇自杀的会不会是自己？究竟是谁密谋了这一切，让这个原本美好的地方变成了绝望之城？寻找真相迫在眉睫……,120分钟,2015-11-27(中国大陆), 中国大陆 / 中国香港, 粤语 / 汉语普通话,28354.0,4.9,3.0%,8.4%,36.7%,35.1%,16.8%,7433,179.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2284651956.jpg
201,完美音调2 Pitch Perfect 2,2015,伊丽莎白·班克斯,凯·加农/米奇·拉普金,安娜·肯德里克/蕾蓓尔·威尔森/海莉·斯坦菲尔德/布兰特妮·斯诺/斯盖拉·阿斯丁/亚当·德维尼/凯特蕾·萨加尔/安娜·坎普/本·普拉特/亚历克西斯·克纳普/汉娜·梅·李/伊丝特尔·迪恩/克莉希·菲茨/比吉特·约尔特·索伦森/弗卢拉·博格/凯莉·杰科/雪莉·芮格娜/约翰·迈克尔·辛吉斯/伊丽莎白·班克斯/史努比狗狗/科甘-迈克尔·凯/肖恩·卡特·彼得森,喜剧/音乐,贝卡（安娜·肯德里克 Anna Kendrick 饰）率领的巴顿大学阿卡贝拉女子美声合唱团终于出人头地，应邀为美国总统的生日宴会光荣献唱。谁知表演期间，“胖艾美”（蕾蓓尔·威尔森 Rebel Wilson 饰）竟意外走光，引起全场恐慌，令合唱团蒙上不雅污名，更被禁止公开演出！力挽狂澜的最后机会，就是赢得阿卡贝拉世界锦标赛的冠军，她们能否战胜来自德国的劲敌，挽回失去的名声，称霸阿卡贝拉的世界……,115分钟,2015-05-15(美国), 美国, 英语 / 德语,20258.0,6.7,9.4%,28.7%,50.1%,10.5%,1.4%,5028,32.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272070042.jpg
202,江南1970 강남 1970,2015,庾河,庾河,李敏镐/金来沅/郑镇荣/金雪炫/刘承睦/崔镇浩/严孝燮/金智秀,剧情/动作,白勇奇（金来沅 饰）和金钟大（李敏镐 饰）这对落难兄弟无路可去，偶然机会他们帮黑社会打架，擅长打斗的钟大得到老大姜佶秀的赏识，他为了温饱干脆拜入姜的门下。怎奈世事难料，姜在受伤后金盆洗手，试图退出江湖又身不由己。钟大搭上手眼通天的闵夫人，通过热炒地皮闯出名堂。与此同时，在最初的混战中白勇奇阴差阳错加入敌对帮派，凭着一股狠劲他越做越大，成为帮派中一员不可忽视的猛将。在某次行动中，钟大救下了险些被张德才手下杀害的白勇奇，两个好兄弟久别重逢。,141分钟,2015-01-21(韩国), 韩国, 韩语,19525.0,6.7,11.1%,27.3%,47.4%,11.5%,2.7%,4604,112.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219698329.jpg
203,女主角失格 ヒロイン失格,2015,英勉,吉田惠里香/幸田百子,桐谷美玲/山崎贤人/坂口健太郎/福田彩乃/我妻三轮子/高桥玛莉润/滨田麻里/竹内力/中尾彬/六角精儿/柳泽慎吾,喜剧/爱情,一座平凡的高中内，不善与人交流的帅哥寺坂利太（山崎贤人 饰）超受女孩欢迎。不过在超爱幻想的女孩松崎羽鸟（桐谷美玲 饰）眼里，那些女孩都是形同杂鱼般的人物。小学时候，利太因为母亲与人私奔而受到欺负，这时候羽鸟出手相助，两人也因此成为好友。自信的羽鸟相信自己和利太就是命中注定的一对，谁曾想童话般的爱情故事居然朝着意想不到的方向展开。同班其貌不扬的女孩安达未帆（我妻三轮子 饰）被人欺负，利太出面帮助了她，两人竟由此成为男女朋友。眼看自己从女主角沦为杂鱼配角，羽鸟的内心产生前所未有的裂变……,112分钟,2015-09-19(日本), 日本, 日语,21906.0,6.5,9.8%,25.4%,48.8%,13.6%,2.4%,7003,49.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2239732345.jpg
204,龙珠Z：复活的弗利萨 ドラゴンボールZ 復活のF,2015,山室直儀,鸟山明,野泽雅子/堀川亮/鹤广美/佐藤正治/田中真弓/古川登志夫/草尾毅/绿川光/花江夏树/皆口裕子/田中亮一/伊藤美纪/大友龙三郎/斋藤志郎/中井和哉/稻田彻/麻生智久/服卷浩司/平井启二/藤本隆弘/森下由树子/小川慎太郎/小杉史哉/滑川洋平/井野优/川上晃二/增尾与佑/牛田裕子/金香里/高桥花林/山下真纪/千叶繁/山田荣子/玄田哲章/中川翔子/百田夏菜子/玉井诗织/佐佐木彩夏/有安杏果/高城灵似/森田成一/山寺宏一/中尾隆圣,动画,许多年前，宇宙最大魔王弗利萨（中尾隆圣 配音）接连败在超级赛亚人之手，他的残党欲孽则流浪宇宙之中寻找那美克星人的新定居点，以期将弗利萨再度复活。几经周折，军队代理索尔贝（斋藤志郎 配音）利用地球的龙珠把弗利萨带回人间，而这个刚刚复活不久的魔王很快展开了他的复仇计划。半年之后，浩浩荡荡的弗利萨大军降临地球，悟饭（野泽雅子 配音）、比克大魔王（古川登志夫 配音）、克林、天津饭、武天老师挺身而出，而孙悟空（野泽雅子 配音）和贝吉塔（堀川亮 配音）则正跟随维斯（森田成一 配音）在遥远的宇宙深处接受试炼。,94分钟,2016-10-21(中国大陆)/2015-04-18(日本), 日本, 日语,12940.0,5.7,3.8%,14.1%,50.0%,25.3%,6.8%,3123,52.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2389784085.jpg
205,尸忆 屍憶,2015,谢庭菡,谢庭菡/蔡俊彬/一濑隆重,吴慷仁/谢欣颖/田中千绘/严正岚/陈楚翔/江青霞/池端玲名,惊悚/恐怖,英俊帅气的承皓（吴慷仁 饰）是某电视台的制作人，他事业顺风顺水，生活中又有美丽如花的未婚妻（谢欣颖 饰）相伴，可谓幸福无忧。最近一段时间，承皓正在拍摄一部关于冥婚民俗的纪录片，不知是压力过大还是碰到什么可怕的东西，他在梦中经历了诡异恐怖的梦境，而玄道众人也对其发出了警告。在此之后，诡异的梦境愈演愈烈，甚至让他分不清梦境和现实。万般无奈之下，他只得向高人求助。与此同时，平凡女高中生茵茵（严正岚 饰）突然发现自己身边的灵异事件陡增，她为此惶惶不可终日。,89分钟,2015-08-20(中国台湾), 中国台湾 / 日本, 汉语普通话,12347.0,6.9,10.3%,35.8%,43.5%,8.6%,1.7%,3537,43.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2301912793.jpg
206,旅行终点 The End of the Tour,2015,詹姆斯·庞索特,唐纳德·马格利斯/大卫·利普斯基,杰森·席格尔/杰西·艾森伯格/安娜·克拉姆斯基/麦米·古默/琼·库萨克/朗·里维斯顿/米奇·萨姆纳/琳赛·伊丽莎白,剧情,影片改编自真人真事，讲述了畅销书《无尽的玩笑》作者大卫·福斯特·华莱士（杰森·席格尔 饰）和《滚石》杂志记者（杰西·艾森伯格 饰）一同踏上新书全国宣传之旅过程中发生的故事。,106分钟,2015-01-23(圣丹斯电影节)/2015-07-31(美国), 美国, 英语,19367.0,7.9,26.3%,47.9%,22.8%,2.5%,0.6%,6564,148.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2246579387.jpg
207,无理之人 Irrational Man,2015,伍迪·艾伦,伍迪·艾伦,艾玛·斯通/华金·菲尼克斯/杰米·布莱克利/帕克·波西/伊桑·菲利普斯/大卫·阿隆·贝克/梅瑞迪斯·海格纳/本·罗森菲尔德/索菲·冯·海索博格,剧情,阿贝（杰昆·菲尼克斯 Joaquin Phoenix 饰）是一名风度翩翩的大学哲学教授，深受同学和老师们的喜爱。每天和自己的本我超我打交道，使得阿贝难免会陷入虚无主义的危机之中。某日，他的课堂上来了一位名叫吉尔（艾玛·斯通 Emma Stone 饰）的女学生，吉尔热情而又开朗，她的诸多哲思和阿贝不谋而合，师生之间很快就发展出了浓浓的情意。,96分钟,2015-05-15(戛纳电影节)/2015-07-17(美国), 美国, 英语,30091.0,7.3,12.7%,45.8%,37.5%,3.6%,0.5%,9273,155.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2254317693.jpg
208,折枝 CAGE'折枝,2015,杜鹏鹏,杜鹏鹏,,动画,一部具有庄周梦蝶东方美学的动画短片，一部关于东方女性命运轮回的前卫之作，一位来自南京毕业于纽约普瑞特艺术学院动画专业的中国留学生，以一人之力核心创作完成了这部名为《折枝》的二维动画短片。脑洞大开层层嵌套的梦中梦，辨不清现实与梦境，游离于真实与虚幻。极具东方特色的美丽女子如同虚空幻影，身躯舞动飘逸灵动至极，却始终难以摆脱背负沉重枷锁的宿命。她是观画之人，亦是笼中之鸟；她是画中端盘之人，亦是盘中之餐。,5分钟,2015-12-09, 美国,,3418.0,8.3,34.2%,49.9%,14.5%,1.0%,0.4%,977,7.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516164121.jpg
