,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
10,火星救援 The Martian,2015,雷德利·斯科特,德鲁·高达/安迪·威尔,马特·达蒙/杰西卡·查斯坦/克里斯汀·韦格/杰夫·丹尼尔斯/迈克尔·佩纳/凯特·玛拉/肖恩·宾/塞巴斯蒂安·斯坦/唐纳德·格洛弗/切瓦特·埃加福/阿卡塞尔·亨涅/陈数/高雄/本尼迪克特·王/麦肯兹·戴维斯/娜奥米·斯科特/丽丽·博尔丹/布莱恩·卡斯佩,剧情/科幻/冒险,载人航天宇宙飞船阿瑞斯3号成功抵达火星，谁知一场破坏力极其巨大的风暴向宇航员们袭来，阿瑞斯3号被迫中断任务，紧急返航。撤离途中，宇航员马克·沃特尼（马特·达蒙 Matt Damon 饰）被飞船上吹落的零件击中，由于生还希望渺茫，队友们只得匆匆返航，并向世人宣告他已牺牲的事实。出乎意料的是，马克以极低的概率活了下来。他躲进驻火星的航天基地疗伤。下一次火星任务要等到四年后，而基地内的补给仅够他维持31天。短暂的绝望后，马克决定利用有限的食物，在这颗空无一人的星球上种植作物，寻找一线生机。与此同时，地球方面也很快发现马克生还的事实，他们想尽办法部署营救计划。孤军奋战的马克，能否等到救援队伍的到来？,144分钟,2015-11-25(中国大陆)/2015-10-02(美国), 美国 / 英国, 英语 / 汉语普通话,519675.0,8.5,37.3%,49.3%,12.4%,0.7%,0.2%,100990,1275.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2280097442.jpg
11,我的少女时代 我的少女時代,2015,陈玉珊,曾咏婷,宋芸桦/王大陆/李玉玺/简廷芮/刘德华/陈乔恩/言承旭/曲家瑞/屈中恒/钟欣凌/许杰辉/蔡颐榛/郭文颐/石知田/那维勋/林鹤轩/陈彦允/张立东/郑茵声/李绍祥,喜剧/爱情,成功白领林真心（陈乔恩 饰）因被上司压迫、下属吐槽，陷入了少女时代的深深回忆。原来曾是平凡少女（宋芸桦 饰）的真心有着一段爆笑却有充满甜蜜的初恋回忆。少女真心曾经暗恋校草欧阳非凡（李玉玺 饰），却总是不敌校花陶敏敏（简延芮 饰）的魅力，令她苦恼不已，一次意外却让她与校霸徐太宇（王大陆 饰）组成了“失恋阵线联盟”，他们势要夺爱，上演了一幕幕生猛、搞笑的青春趣事，而在相处中两人的情感也发生了微妙的变化……若干年后，来到成人世界的林真心又能否重拾初心呢？,134分钟,2015-08-15(中国台湾)/2015-11-19(中国大陆), 中国台湾, 汉语普通话,480883.0,7.8,25.7%,45.3%,24.9%,3.1%,0.9%,129403,3424.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2285115802.jpg
12,一个叫欧维的男人决定去死 En man som heter Ove,2015,汉内斯·赫尔姆,弗雷德里克·巴克曼/汉内斯·赫尔姆,罗夫·拉斯加德/巴哈·帕斯/托比亚斯·阿姆博瑞/菲利普·伯格/安娜-莱娜·布伦丁/博瑞·伦贝里/埃达·英格薇/弗雷德里克·埃弗斯/玛德琳·雅各布松/查特里娜·拉松/杰克尔·法尔斯特伦,剧情,欧维（罗夫·拉斯加德 Rolf Lassgård 饰）是一个刻板而又固执的老头，他的妻子半年前死于疾病，留他一人生活在这个混乱不堪的世界之中。每天早晨，欧维都会定时在社区里进行巡视，确认所有的车辆都停在应停的位置，呵斥违反规定私自驶入社区的车辆，赶走四处乱转破坏环境的猫狗，在社区居民眼里，欧维是“来自地狱的恶邻”，可每个人都明白，这其实是欧维对于社区爱之深刻的表现。,116分钟,2015-12-25(瑞典), 瑞典, 瑞典语 / 波斯语,285742.0,8.8,51.7%,39.5%,8.2%,0.5%,0.1%,72815,1550.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
13,烈日灼心,2015,曹保平,曹保平/焦华静,邓超/段奕宏/郭涛/王珞丹/吕颂贤/高虎/白柳汐/杜志国,剧情/悬疑/犯罪,七年前，福建西陇发生一起惨绝人寰的灭门惨案，某别墅内一家五口同日惨死，在社会上引起极大的震动，然而此去经年，嫌疑人杨自道（郭涛 饰）、辛小丰（邓超 饰）、陈比觉（高虎 饰）却依然逍遥法外。现如今，这三个人都在厦门过活，杨当起了出租车司机，小丰加入了协警队伍，因意外变成傻子的陈则带着三人捡来的女孩尾巴栖息在亲戚的渔场中。这一天，拥有丰富办案经验的伊谷春（段奕宏 饰）调到小丰所在的队伍担任警长。伊颇为器重能力卓越的小丰，但嗅觉灵敏的他也隐隐觉出这个男子和当年的灭门惨案有所关联。在此期间，道哥在一次意外中结识了伊的妹妹小夏（王珞丹 饰）。仿佛冥冥之中有一只看不见的手，正将这三个决心重新做人的男人推向无法更改的结局……,139分钟,2015-08-27(中国大陆)/2015-06-15(上海电影节), 中国大陆, 汉语普通话,456641.0,8.1,28.6%,52.3%,17.2%,1.5%,0.4%,107344,2027.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2262236348.jpg
14,战狼,2015,吴京,吴京/刘毅/董群/高岩,吴京/余男/斯科特·阿金斯/凯文·李/倪大红/凯尔·夏皮罗/石兆琪/周晓鸥/房子斌/郭广平/茹萍/洪卫/刘腾远/索纳·伊姆贝/塞缪尔·西维尔奇,动作/战争,在南疆围捕贩毒分子的行动中，特种部队狙击手冷锋（吴京 饰）公然违抗上级的命令，开枪射杀伤害了战友的暴徒武吉（周晓鸥 饰）。这一行动令冷锋遭到军方禁闭甚至强制退伍的处罚，不过各特种部队精英组成超级特种部队战狼中队的中队长龙小云（余男 饰），却十分欣赏这个敢作敢为且业务过硬的血性男儿，于是将其召入自己的麾下。在新近的一次演习中，冷锋凭借冷静的判断力从老首长处拔得一城，并且成功击退了突然出现的狼群。谁知在毫无准备的情况下，战狼遭到了一伙荷枪实弹分子的袭击。原来武吉的哥哥敏登（倪大红 饰）是一个冷酷无情的国际通缉犯，他手下豢养了一大批身怀绝技的雇佣兵。,90分钟,2015-04-02(中国大陆), 中国大陆, 汉语普通话 / 英语,226427.0,6.9,14.5%,33.4%,38.7%,8.9%,4.5%,53866,986.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2225660666.jpg
15,寻龙诀,2015,乌尔善,张家鲁/天下霸唱,陈坤/黄渤/舒淇/杨颖/夏雨/刘晓庆/颜卓灵/曹操/张东/黄西/僧格仁钦,剧情/动作/奇幻/冒险,上世纪80年代末，胡八一（陈坤 饰）、王凯旋（黄渤 饰）与Shirley杨（舒淇 饰）在美国打算金盆洗手，本来叱咤风云的摸金校尉沦为街头小贩被移民局追得满街跑。就在此时，意外发现20年前死在草原上的初恋对象丁思甜（杨颖 饰）可能还活着，胡八一、王凯旋、Shirley杨决定再入草原千年古墓……,125分钟(中国大陆),2015-12-18(中国大陆), 中国大陆 / 中国香港, 汉语普通话 / 英语 / 蒙古语 / 日语,508415.0,7.4,17.6%,44.2%,31.9%,5.0%,1.3%,138613,2154.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2284620292.jpg
16,重返20岁,2015,陈正道,林小革/任鹏/申东益/洪允贞/董熹璇/黄东赫,杨子姗/归亚蕾/陈柏霖/鹿晗/王德顺/赵立新/李宜娟/尹雨航/夏星/林丛/杨青/周雨彤,喜剧/爱情/奇幻,七十岁的老太太沈梦君（归亚蕾 饰）年纪越大，脾气越大，渐渐的，除了管家李大海（王德顺 饰）还愿意留在她的身边，没有一个人愿意与她共处。在儿媳妇杨琴（李宜娟 饰）因压力过大而生病入院后，沈梦君终于被家人送入了养老院，气愤和悲伤之中，沈梦君决定在照相馆里留下自己最后的容颜，没想到却因此而开启了一段返老还童的奇幻旅程。,131分钟,2015-01-08(中国大陆)/2015-01-23(中国台湾), 中国大陆 / 韩国 / 中国台湾 / 中国香港, 汉语普通话,328943.0,7.1,13.8%,38.3%,39.3%,6.3%,2.2%,78936,1649.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2216353367.jpg
17,滚蛋吧！肿瘤君,2015,韩延,袁媛/张维重,白百何/吴彦祖/李媛/刘芮麟/程伊/刘莉莉/李建义/张子萱/沈腾,喜剧/爱情,即将迎来29岁生日的青年漫画家熊顿（白百何 饰），却接二连三遭遇了常人难以想象的打击。工作被炒，男友跳票，还莫名其妙到警察局走了一遭。更糟糕的是，她在聚会上突然晕倒，经检查后才发现自己的身体出了问题。一向乐观开朗的熊顿并未被病魔吓到和打败，她笑嘻嘻地调侃吐槽周遭的人和事，一脸花痴地望着英俊帅气的梁医生（吴彦祖 饰）。最重要的是，身处逆境的她身边还有父母（李建义 & 刘莉莉 饰）以及夏梦（李媛 饰）等一班好友的鼎力支持。无论驶向哪里，熊顿永远不会孤独，不会放弃……,128分钟,2015-08-13(中国大陆), 中国大陆, 汉语普通话 / 英语 / 韩语,348109.0,7.4,17.0%,42.6%,34.2%,5.0%,1.2%,80984,1841.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259298553.jpg
18,垫底辣妹 ビリギャル,2015,土井裕泰,桥本裕志/坪田信贵,有村架纯/伊藤淳史/吉田羊/田中哲司/野村周平/安田显/阿部菜渚美/中村靖日/矢岛健一/峰村理惠,剧情/家庭,长相甜美的高中女孩工藤沙耶加（有村架纯 饰）在家并不受父亲待见，父亲一心要把弟弟培养成棒球手，而疏于对女儿们的呵护。沙耶加所在的高中有内部升学的制度，因此她终日和小姐妹们吃喝玩乐，学习掉到了全年级倒数第一也毫不为意。温柔勤苦的妈妈（吉田羊 饰）经常被校方找去说教，她为女儿的未来焦虑万分，因此将沙耶加送到了坪田（伊藤淳史 饰）所开办的补习班。经过水平测试，沙耶加实际只有小学四年级的水平，不过开朗自信的坪田不以为意，他以特有的方式打开女孩的心防，两人很快成为好朋友。在坪田的帮助下，沙耶加对学习的态度逐渐浓厚，后来更立下了考取庆应大学的宏愿。这是丑小鸭绝地逆袭的真实故事……,117分钟,2016-04-14(中国大陆)/2015-05-01(日本), 日本, 日语,316527.0,8.2,34.0%,45.9%,18.3%,1.5%,0.3%,85072,1982.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2329080834.jpg
19,港囧,2015,徐峥,束焕/苏亮/赵英俊/邢爱娜/徐峥,徐峥/赵薇/包贝尔/杜鹃/葛民辉/李灿森/潘虹/赵有亮/朱媛媛/王迅/冯勉恒/王晶/叶竞生/林晓峰/车保罗/苑琼丹/林雪/江约诚/郑丹瑞/田启文/吴耀汉/林路迪/詹瑞文/庄思敏/陶虹,喜剧,徐来（徐峥 饰）大学时代的理想是能够成为一名出色的油画家，他的坚持和不屈吸引了美丽女孩杨伊（杜鹃 饰）的注意，随着时间的推移，他们相爱了。然而，徐来的这段初恋却最终被残酷的现实所粉碎，之后，他同一直守候在自己身边的内衣公司老板千金蔡波（赵薇 饰）走到了一起。,114分钟,2015-09-25(中国大陆), 中国大陆, 汉语普通话 / 粤语,333932.0,5.7,5.3%,15.4%,45.3%,25.4%,8.6%,84844,1781.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266145079.jpg
20,速度与激情7 Furious 7,2015,温子仁,克里斯·摩根/盖瑞·斯科特·汤普森,范·迪塞尔/保罗·沃克/杰森·斯坦森/米歇尔·罗德里格兹/乔丹娜·布鲁斯特/泰瑞斯·吉布森/卢达克里斯/道恩·强森/卢卡斯·布莱克/库尔特·拉塞尔/娜塔莉·伊曼纽尔/埃尔莎·帕塔奇/盖尔·加朵/约翰·布罗特顿/卢克·伊万斯/托尼·贾/杰曼·翰苏/诺尔·古格雷米/阿里·法扎勒/姜成镐/龙达·鲁西/伊吉·阿德利亚/乔恩·李·布罗迪,动作/犯罪,经历了紧张刺激的伦敦大战，多米尼克·托雷托（范·迪塞尔 Vin Diesel 饰）和他的伙伴们重新回归平静的生活，但是江湖的恩恩怨怨却决不允许他们轻易抽身而去。棘手的死对头欧文·肖瘫在医院，不得动弹，他的哥哥戴克·肖（杰森·斯坦森 Jason Stantham 饰）则发誓要为弟弟复仇。戴克曾是美国特种部队的王牌杀手，不仅身怀绝技，而且心狠手辣。他干掉了远在东京的韩，还几乎把探长卢克·霍布斯（道恩·强森 Dwayne Johnson 饰）送到另一个世界，甚至多米尼克那世外桃源般的家也被对方炸毁。,137分钟,2015-04-12(中国大陆)/2015-04-03(美国), 美国 / 中国大陆 / 日本, 英语,396763.0,8.3,39.1%,42.0%,16.4%,1.9%,0.6%,88195,1091.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2233706697.jpg
21,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,2015,乔治·米勒,乔治·米勒/布伦丹·麦卡锡/尼克·拉图里,汤姆·哈迪/查理兹·塞隆/尼古拉斯·霍尔特/休·基斯-拜恩/乔什·赫尔曼/内森·琼斯/佐伊·克罗维兹/罗茜·汉丁顿-惠特莉/丽莉·吉欧/阿比·丽/考特尼·伊顿/安格斯·桑普森/理查德·卡特/梅根·盖尔/肖恩·哈普,动作/科幻/冒险,未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的不死乔在戈壁山谷建立了难以撼动的强大武装王国，他手下的战郎驾驶装备尖端武器的战车四下抢掠，杀伐无度，甚至将自己的孩子打造成战争机器。在最近一次行动中，不死乔的得力战将弗瑞奥萨（查理兹·塞隆 Charlize Theron 饰）带着生育者们叛逃，这令不死乔恼羞成怒，发誓要追回生育者。经历了激烈的追逐战和摧毁力极强的沙尘暴，弗瑞奥萨和作为血主的麦克斯（汤姆·哈迪 Tom Hardy 饰）被迫上路，而身后不仅有不死乔的追兵，还有汽油镇、子弹农场的重兵追逐。,120分钟,2015-05-14(澳大利亚)/2015-05-15(美国), 澳大利亚 / 美国, 英语,381137.0,8.6,47.7%,37.8%,12.3%,1.6%,0.6%,87407,587.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
